BHAVA,RASI,GRAHA,LAGNA,Graha in Sign in House,Bepin’s Text,Ownership of the Graha,Sign in House,Graha in House,Graham in Sign,Ascendant of the chart in question,Line #,,,,,,,,,,,,
7,Sagittarius,Mercury,Gemini Ascendant,Mercury in Sagittarius in 7,"MERCURY in this sign creates a kind of helplessness in the individual. Marriage becomes merely a show of social respectability, while in private the native may suffer from sexual debility and be unable to satisfy a lusty partner.",Owns Houses 1 and 4,Sagittarius in 7,Mercury in 7,Mercury in Sagittarius,Gemini Ascendant,831,,,,,,,,,,,,
7,Sagittarius,Venus,Gemini Ascendant,Venus in Sagittarius in 7,"Under the influence of VENUS, both partners seek satisfaction outside the married relationship.",Owns Houses 12 and 5,Sagittarius in 7,Venus in 7,Venus in Sagittarius,Gemini Ascendant,832,,,,,,,,,,,,
7,Sagittarius,Mars,Gemini Ascendant,Mars in Sagittarius in 7,MARS makes the native's marriage scandalous; frequent quarrels between the partners are not uncommon.,Owns Houses 11 and 6,Sagittarius in 7,Mars in 7,Mars in Sagittarius,Gemini Ascendant,833,,,,,,,,,,,,
7,Sagittarius,Jupiter,Gemini Ascendant,Jupiter in Sagittarius in 7,"Under the influence of JUPITER, the individual attains a respectable social status due primarily to the influence of the spouse. Marriage, however, tends to be relationship of convenience for both parties.",Owns Houses 7 and 10,Sagittarius in 7,Jupiter in 7,Jupiter in Sagittarius,Gemini Ascendant,834,,,,,,,,,,,,
7,Sagittarius,Saturn,Gemini Ascendant,Saturn in Sagittarius in 7,"SATURN makes marriage intolerable. All moral codes are discarded, and illicit affairs may become habitual. Family life disintegrates.",Owns Houses 8 and 9,Sagittarius in 7,Saturn in 7,Saturn in Sagittarius,Gemini Ascendant,835,,,,,,,,,,,,
7,Sagittarius,Rahu,Gemini Ascendant,Rahu in Sagittarius in 7,RAHU makes personal relationships very secret; the relationship between marriage partners is based primarily on mutual ambition. The relationship is very matter-of-fact.,Owns Houses 2 and ,Sagittarius in 7,Rahu in 7,Rahu in Sagittarius,Gemini Ascendant,836,,,,,,,,,,,,
7,Sagittarius,Ketu,Gemini Ascendant,Ketu in Sagittarius in 7,"When KETU occupies this sign, the individual is burdened with family responsibilities and the strain of marital incompatibility often drives him crazy. He either becomes a philosopher or is psychologically disturbed.",Owns Houses 7 and 10,Sagittarius in 7,Ketu in 7,Ketu in Sagittarius,Gemini Ascendant,837,,,,,,,,,,,,
7,Capricorn,Sun,Cancer Ascendant,Sun in Capricorn in 7,"When the SUN occupies this sign, the intellect is so turbulent that the individual will not be sexually satisfied even with an attractive and cooperative spouse. He either has no children, or has rebellious ones. He seeks out sexual liaisons with those who move in social circles higher than his own.",Owns Houses 2 and ,Capricorn in 7,Sun in 7,Sun in Capricorn,Cancer Ascendant,838,,,,,,,,,,,,
7,Capricorn,Moon,Cancer Ascendant,Moon in Capricorn in 7,"The MOON in this sign makes the individual vulnerable to manipula­ tion by the opposite sex, for he is easily controlled by those whom he desires.",Owns Houses 1 and ,Capricorn in 7,Moon in 7,Moon in Capricorn,Cancer Ascendant,839,,,,,,,,,,,,
7,Capricorn,Mercury,Cancer Ascendant,Mercury in Capricorn in 7,"MERCURY in this sign inclines the individual to establish secret relationships with social outcasts or foreigners. Such infatuations are purely physical, but L'1ey create psychological disturbances for the native.",Owns Houses 12 and 3,Capricorn in 7,Mercury in 7,Mercury in Capricorn,Cancer Ascendant,840,,,,,,,,,,,,
7,Capricorn,Venus,Cancer Ascendant,Venus in Capricorn in 7,"VENUS will enable the individual to acquire much wealth and prop­erty after marriage. The spouse will be highly accomplished, and their social relationships will be very proper. Together they will be able to",Owns Houses 11 and 4,Capricorn in 7,Venus in 7,Venus in Capricorn,Cancer Ascendant,841,,,,,,,,,,,,
7,Capricorn,Mars,Cancer Ascendant,Mars in Capricorn in 7,"MARS will greatly enhance the social status of the person. He will be renowned for his strength, social relations, and his ability to help others. There may be occasions when husband and wife have to live apart; but the marriage bond will always remain firm.",Owns Houses 10 and 5,Capricorn in 7,Mars in 7,Mars in Capricorn,Cancer Ascendant,842,,,,,,,,,,,,
7,Capricorn,Jupiter,Cancer Ascendant,Jupiter in Capricorn in 7,"JUPITER will create disturbances in marriage. The spouse will lean towards the company of low persons, while the native will be idealistic and try to establish a high-minded social circle. Due to the incompatibility of the partners, there will be marital strain between them, possibly divorce.",Owns Houses 6 and 9,Capricorn in 7,Jupiter in 7,Jupiter in Capricorn,Cancer Ascendant,843,,,,,,,,,,,,
7,Capricorn,Saturn,Cancer Ascendant,Saturn in Capricorn in 7,"SATURN in this sign will make the individual wayward, but once marriage has been contracted, there may be stability in the relationship. Such a person will earn much renown and be held in very high esteem in his family.",Owns Houses 7 and 8,Capricorn in 7,Saturn in 7,Saturn in Capricorn,Cancer Ascendant,844,,,,,,,,,,,,
7,Capricorn,Rahu,Cancer Ascendant,Rahu in Capricorn in 7,"RAHU makes the individual highly spiritual, possessed of a vision of the universal energy pervading all. Traditional religious views or spiritual concepts of society and politics will be transcended; the native will see the same divine spark in everyone.",Owns Houses 1 and ,Capricorn in 7,Rahu in 7,Rahu in Capricorn,Cancer Ascendant,845,,,,,,,,,,,,
7,Capricorn,Ketu,Cancer Ascendant,Ketu in Capricorn in 7,"KETU also makes the individual very philosophical. Marriage to persons who have the NODES in the Seventh house, however, must be highly non-traditional if it is to survive.",Owns Houses 6 and 9,Capricorn in 7,Ketu in 7,Ketu in Capricorn,Cancer Ascendant,846,,,,,,,,,,,,
7,Aquarius,Sun,Leo Ascendant,Sun in Aquarius in 7,"When the SUN occupies this sign, the spouse is subservient to the native, who is very domineering. The death of the spouse often occurs during the native's lifetime, for the general health of the marriage partner is poor, subject to various constitutional ailments.",Owns Houses 1 and ,Aquarius in 7,Sun in 7,Sun in Aquarius,Leo Ascendant,847,,,,,,,,,,,,
7,Aquarius,Moon,Leo Ascendant,Moon in Aquarius in 7,The MOON occupying this sign makes the individual irrepressibly lustful. He receives money from his spouse and gains renown in distant lands. His associates and partners are social outcast or foreigners in­ volved in shady deals.,Owns Houses 12 and ,Aquarius in 7,Moon in 7,Moon in Aquarius,Leo Ascendant,848,,,,,,,,,,,,
7,Aquarius,Mercury,Leo Ascendant,Mercury in Aquarius in 7,MERCURY makes the individual suffer due to the marriage partner's,Owns Houses 11 and 2,Aquarius in 7,Mercury in 7,Mercury in Aquarius,Leo Ascendant,849,,,,,,,,,,,,
7,Aquarius,Venus,Leo Ascendant,Venus in Aquarius in 7,VENUS in this sign and house destroys the basis of the institution of marriage. Neither partner is entirely ethical in regards to the relationship. Each one wishes to take advantage of the other's position.,Owns Houses 10 and 3,Aquarius in 7,Venus in 7,Venus in Aquarius,Leo Ascendant,850,,,,,,,,,,,,
7,Aquarius,Mars,Leo Ascendant,Mars in Aquarius in 7,"MARS in this sign gives much warmth to the marriage relationship. The partnership will probably produce a balance between the two indi­viduals, but if compatibility is not attained, the marriage will be annulled. ",Owns Houses 9 and 4,Aquarius in 7,Mars in 7,Mars in Aquarius,Leo Ascendant,851,,,,,,,,,,,,
7,Aquarius,Jupiter,Leo Ascendant,Jupiter in Aquarius in 7,"JUPITER gives a very amiable spouse who is, however, overly con­scious of social status. The native suffers on this account, or because of the spouse's illnesses.",Owns Houses 5 and 8,Aquarius in 7,Jupiter in 7,Jupiter in Aquarius,Leo Ascendant,852,,,,,,,,,,,,
7,Aquarius,Saturn,Leo Ascendant,Saturn in Aquarius in 7,"SATURN in this sign is liable to produce a feeling of disenchantment with physical relationships. The individual loses his faith in moral codes, personal ties, and society: he becomes disillusioned in many ways. Despite this psychological tendency toward renunciation, he will be important and have status in society.",Owns Houses 6 and 7,Aquarius in 7,Saturn in 7,Saturn in Aquarius,Leo Ascendant,853,,,,,,,,,,,,
7,Aquarius,Rahu,Leo Ascendant,Rahu in Aquarius in 7,RAHU will intensify the native's material proclivities. He will engage in illicit sexual affairs and get into difficulties thereby.,Owns Houses 12 and ,Aquarius in 7,Rahu in 7,Rahu in Aquarius,Leo Ascendant,854,,,,,,,,,,,,
7,Aquarius,Ketu,Leo Ascendant,Ketu in Aquarius in 7,"If afflicted, KETU can make the person sexually bizarre, personally crude, and often humiliated.",Owns Houses 5 and 8,Aquarius in 7,Ketu in 7,Ketu in Aquarius,Leo Ascendant,855,,,,,,,,,,,,
7,Piscis,Sun,Virgo Ascendant,Sun in Piscis in 7,"When the SUN occupies this sign, there is constant tension in the individual's mind. All human partnerships are greatly colored by the native's marriage, which often stils the growth of his personality. The natives first marriage partner often dies early and he marries several times.",Owns Houses 12 and ,Piscis in 7,Sun in 7,Sun in Piscis,Virgo Ascendant,856,,,,,,,,,,,,
7,Piscis,Moon,Virgo Ascendant,Moon in Piscis in 7,"The MOON in this sign enables the individual to appreciate the creative and protective function of the female. He may marry late in life. Whenever he marries, he will be greatly dependent upon the marriage partner for his sustenance. His social life, survival, and creativity depend to a great extent upon the nature of his spouse.",Owns Houses 11 and ,Piscis in 7,Moon in 7,Moon in Piscis,Virgo Ascendant,857,,,,,,,,,,,,
7,Piscis,Mercury,Virgo Ascendant,Mercury in Piscis in 7,"MERCURY will make the individual renowned for his intellect, busi­ ness skill, diplomatic efficiency, and literary gifts. His spouse will be the dominant partner, and he will feel greatly relieved of day-to-day problems because of the partner's efficiency.",Owns Houses 10 and 1,Piscis in 7,Mercury in 7,Mercury in Piscis,Virgo Ascendant,858,,,,,,,,,,,,
7,Piscis,Venus,Virgo Ascendant,Venus in Piscis in 7,"With VENUS in this sign and house, there will be much warmth between the partners. The marriage will probably take place on the basis of a strong mutual attraction which lasts a lifetime.",Owns Houses 9 and 2,Piscis in 7,Venus in 7,Venus in Piscis,Virgo Ascendant,859,,,,,,,,,,,,
7,Piscis,Mars,Virgo Ascendant,Mars in Piscis in 7,"When MARS occupies this sign, the marriage will bring secret distur­bances into the life of the person. The marriage will not be long-lasting, and the partner may die early in life.",Owns Houses 8 and 3,Piscis in 7,Mars in 7,Mars in Piscis,Virgo Ascendant,860,,,,,,,,,,,,
7,Piscis,Jupiter,Virgo Ascendant,Jupiter in Piscis in 7,"With JUPITER in this sign, the individual becomes a leader in society; he will be able to establish a new order of faith. He may never marry, and will seem always to be under the protection of a benevolent, material, female power.",Owns Houses 4 and 7,Piscis in 7,Jupiter in 7,Jupiter in Piscis,Virgo Ascendant,861,,,,,,,,,,,,
7,Piscis,Saturn,Virgo Ascendant,Saturn in Piscis in 7,"SATURN in this sign will bring marriage to an early end. The person will marry several times, but each time there will be a setback. He will face several litigations, his family will disintegrate, and he will experience sorrow on account of his children. He may die alone, abandoned by his spouse, children, and relatives.",Owns Houses 5 and 6,Piscis in 7,Saturn in 7,Saturn in Piscis,Virgo Ascendant,862,,,,,,,,,,,,
7,Piscis,Rahu,Virgo Ascendant,Rahu in Piscis in 7,"RAHU will produce a disenchantment which averts the individual from anything sorrowful, unethical, or out of harmony with the true self. An unusual approach to life will be developed by this individual.",Owns Houses 11 and ,Piscis in 7,Rahu in 7,Rahu in Piscis,Virgo Ascendant,863,,,,,,,,,,,,
7,Piscis,Ketu,Virgo Ascendant,Ketu in Piscis in 7,"KETU in this sign will cause trouble on account of the native’s passionate sexuality. Lust will motivate him till the end of his life, and even then will make for a sorrowful departure from the world. He will realize the futility of all his efforts, and this final disenchantment may be almost maddening.",Owns Houses 4 and 7,Piscis in 7,Ketu in 7,Ketu in Piscis,Virgo Ascendant,864,,,,,,,,,,,,
8,Aries,Sun,Virgo Ascendant,Sun in Aries in 8,When the SUN occupies this sign the individual experiences unex­pected changes in career and assumes unexpected responsibilities. The punctiliousness of the individual enables him to attain high status even in these constantly changing situations.,Owns Houses 12 and ,Aries in 8,Sun in 8,Sun in Aries,Virgo Ascendant,865,,,,,,,,,,,,
8,Aries,Moon,Virgo Ascendant,Moon in Aries in 8,"The MOON in this sign makes the individual psychologically strained, dissatisfied with life, unhappy and unhealthy. He is learned and able, but his actions are often foolish.",Owns Houses 11 and ,Aries in 8,Moon in 8,Moon in Aries,Virgo Ascendant,866,,,,,,,,,,,,
8,Aries,Mercury,Virgo Ascendant,Mercury in Aries in 8,"MERCURY will make the individual long-lived, regulated in his habits, intelligent, calculating and respected, but he sometimes meets with oppo­sition in life. He experiences obstructions in his official career.",Owns Houses 10 and 1,Aries in 8,Mercury in 8,Mercury in Aries,Virgo Ascendant,867,,,,,,,,,,,,
8,Aries,Venus,Virgo Ascendant,Venus in Aries in 8,"VENUS makes the individual marry several times. He is unlucky, incurs sudden severe losses, may become cruel, and does not get much satisfaction from married life. He may suffer from venereal disease or other diseases of the genito-urinary tract.",Owns Houses 9 and 2,Aries in 8,Venus in 8,Venus in Aries,Virgo Ascendant,868,,,,,,,,,,,,
8,Aries,Mars,Virgo Ascendant,Mars in Aries in 8,"MARS occupying this sign destroys one's plans suddenly, devastating one's expectations of life so quickly that no preparatory precautions can be undertaken. The native's family life, especially his relations with his siblings, is disturbed.",Owns Houses 8 and 3,Aries in 8,Mars in 8,Mars in Aries,Virgo Ascendant,869,,,,,,,,,,,,
8,Aries,Jupiter,Virgo Ascendant,Jupiter in Aries in 8,"JUPITER'S placement in Aries is not very helpful. It can make the individual heartless, devoid of emotional attachment, and self-seeking. He acquires much property but is not happy with married life. His spouse is unhealthy and his passion is not reciprocated. He therefore seeks satisfaction in extramarital affairs.",Owns Houses 4 and 7,Aries in 8,Jupiter in 8,Jupiter in Aries,Virgo Ascendant,870,,,,,,,,,,,,
8,Aries,Saturn,Virgo Ascendant,Saturn in Aries in 8,"SATURN in this sign and house increases the longevity of the native, but his educational career, happiness from children, physical health and conjugal relationships are very much afflicted.",Owns Houses 5 and 6,Aries in 8,Saturn in 8,Saturn in Aries,Virgo Ascendant,871,,,,,,,,,,,,
8,Aries,Rahu,Virgo Ascendant,Rahu in Aries in 8,"RAHU makes the individual vulnerable to poisons or to enmity from his spouse and the spouse•s relations. The danger is so severe that his very life, as well as his wealth and property, may be threatened.",Owns Houses 11 and ,Aries in 8,Rahu in 8,Rahu in Aries,Virgo Ascendant,872,,,,,,,,,,,,
8,Aries,Ketu,Virgo Ascendant,Ketu in Aries in 8,"KETU makes the individual inherit property suddenly; even honor and respectability come to him suddenly, though he is generally not consid­ered very efficient His death also takes place suddenly.",Owns Houses 4 and 7,Aries in 8,Ketu in 8,Ketu in Aries,Virgo Ascendant,873,,,,,,,,,,,,
8,Taurus,Sun,Libra Ascendant,Sun in Taurus in 8,"The SUN occupying this sign makes the individual restless, always thinking of acquiring more money, more pleasure, higher status, and children. He experiences a sudden rise in life, the sudden and unexpected birth of a child, a sudden fall from high position, and a rather sudden death as well.",Owns Houses 11 and ,Taurus in 8,Sun in 8,Sun in Taurus,Libra Ascendant,874,,,,,,,,,,,,
8,Taurus,Moon,Libra Ascendant,Moon in Taurus in 8,"The MOON in this position produces coolness even amidst turmoil. Longevity is enhanced, in spite of confrontations with difficult physical and psychological situations. The natives rise in status and renown will be enduring, though his arrogance, however subtle, will be noted by those around him. He will receive a substantial legacy or property acquired by others.",Owns Houses 10 and ,Taurus in 8,Moon in 8,Moon in Taurus,Libra Ascendant,875,,,,,,,,,,,,
8,Taurus,Mercury,Libra Ascendant,Mercury in Taurus in 8,"MERCURY will destroy the native's vital energy, though he will wantonly seek pleasures of the senses and the satisfaction of his passion. He will suffer from several ailments.",Owns Houses 9 and 12,Taurus in 8,Mercury in 8,Mercury in Taurus,Libra Ascendant,876,,,,,,,,,,,,
8,Taurus,Venus,Libra Ascendant,Venus in Taurus in 8,"VENUS in this sign will make the person famous, long-lived and amiable, but he will be plagued with rectal or genito-urinary complaints and with an overly lascivious spouse.",Owns Houses 8 and 1,Taurus in 8,Venus in 8,Venus in Taurus,Libra Ascendant,877,,,,,,,,,,,,
8,Taurus,Mars,Libra Ascendant,Mars in Taurus in 8,"MARS in this position will shape an individual motivated by a powerful inward impulse. His life will be constant movement; his passion for living, for exploration, for renown, for monetary reward and for sexual conquest will be insatiable. He will, however, be unable to enjoy the fruits of his conquests blissfully.",Owns Houses 7 and 2,Taurus in 8,Mars in 8,Mars in Taurus,Libra Ascendant,878,,,,,,,,,,,,
8,Taurus,Jupiter,Libra Ascendant,Jupiter in Taurus in 8,"JUPITER will create contradictions in the person's character. Behind a veil of respectability the native's sexual curiosity and desire to enjoy the pleasures of life will be strong, though he will feel guilt in satisfying those desires. He will not enjoy a happy home life and, though he sometimes seems to be a great moralist, his life has not grown in a balanced way. He will be sickly but long-lived.",Owns Houses 3 and 6,Taurus in 8,Jupiter in 8,Jupiter in Taurus,Libra Ascendant,879,,,,,,,,,,,,
8,Taurus,Saturn,Libra Ascendant,Saturn in Taurus in 8,"SATURN in this position draws the individual towards spiritual stud­ ies, giving him great insight into the personality of others and premoni­ tions of coming events. He receives help and guidance from unknown sources; life moves in an unpredictable manner.",Owns Houses 4 and 5,Taurus in 8,Saturn in 8,Saturn in Taurus,Libra Ascendant,880,,,,,,,,,,,,
8,Taurus,Rahu,Libra Ascendant,Rahu in Taurus in 8,"RAHU can make the person psychologically unhealthy, fussy about everything, and never satisfied. He will be long-lived but indigent, and very few people will admire him.",Owns Houses 10 and ,Taurus in 8,Rahu in 8,Rahu in Taurus,Libra Ascendant,881,,,,,,,,,,,,
8,Taurus,Ketu,Libra Ascendant,Ketu in Taurus in 8,"KETU will arouse supernatural powers in the native, and his intuitive understanding of relationships will be surprising. He will acquire much fame.",Owns Houses 3 and 6,Taurus in 8,Ketu in 8,Ketu in Taurus,Libra Ascendant,882,,,,,,,,,,,,
8,Gemini,Sun,Scorpio Ascendant,Sun in Gemini in 8,"The SUN in this sign energizes the intellect in such a way that the selfishness of the person is tremendously emphasized. Feelings of egotism cultivated in past lives surface with intense force, making the native clever but immoral, deceitful, and manipulative. Serious bouts of fever sap his vital energy and his health suffers.",Owns Houses 10 and ,Gemini in 8,Sun in 8,Sun in Gemini,Scorpio Ascendant,883,,,,,,,,,,,,
8,Gemini,Moon,Scorpio Ascendant,Moon in Gemini in 8,"The MOON leads the individual into numerous sexual affairs which remain devoid of satisfaction. It destroys the natural goodness with which the person is born, inculcating in him many secret vices. His father suffers an untimely death, but his mother is long-lived. The native himself undergoes operations connected with the reproductive organs. He seldom listens to good advice.",Owns Houses 9 and ,Gemini in 8,Moon in 8,Moon in Gemini,Scorpio Ascendant,884,,,,,,,,,,,,
8,Gemini,Mercury,Scorpio Ascendant,Mercury in Gemini in 8,"MERCURY in this sign will not be damaging, though the social life of the native will not be all it could be. His life will be a pit of secrecy, and he may receive some legacy. There may be much renown and status as well.",Owns Houses 8 and 11,Gemini in 8,Mercury in 8,Mercury in Gemini,Scorpio Ascendant,885,,,,,,,,,,,,
8,Gemini,Venus,Scorpio Ascendant,Venus in Gemini in 8,"VENUS will disturb the sexual balance of the individual. His relation­ ships will be predominantly carnal, his spouse may be promiscuous, and he himself will become ever more engrossed in sensuality. He will be extremely skillful in camouflaging his sexual affairs.",Owns Houses 7 and 12,Gemini in 8,Venus in 8,Venus in Gemini,Scorpio Ascendant,886,,,,,,,,,,,,
8,Gemini,Mars,Scorpio Ascendant,Mars in Gemini in 8,"MARS has a tremendous influence in this sign and house, creating a whirlwind of past karmic forces drawing both good and bad to the surface. The intellect and sociability of the native are greatly accentuated, but he is vulnerable to surgical operations and accidents. His words often become violent, but he attains wealth and a sumptuous legacy.",Owns Houses 6 and 1,Gemini in 8,Mars in 8,Mars in Gemini,Scorpio Ascendant,887,,,,,,,,,,,,
8,Gemini,Jupiter,Scorpio Ascendant,Jupiter in Gemini in 8,"JUPITER in this sign arouses egotism, allowing the individual to justify his every action. His luxurious habits, idealism, and secret maneuvers will bring much wealth and power to him, though his morals will be doubtful. ",Owns Houses 2 and 5,Gemini in 8,Jupiter in 8,Jupiter in Gemini,Scorpio Ascendant,888,,,,,,,,,,,,
8,Gemini,Saturn,Scorpio Ascendant,Saturn in Gemini in 8,"SATURN in this position will destroy the individual's material suste­nance and support. It may bestow a long life, but a life which is often full of intense sorrow and serious diseases. The native may be abandoned by almost all his relations and have serious difficulties in his career.",Owns Houses 3 and 4,Gemini in 8,Saturn in 8,Saturn in Gemini,Scorpio Ascendant,889,,,,,,,,,,,,
8,Gemini,Rahu,Scorpio Ascendant,Rahu in Gemini in 8,"RAHU can make the native very talkative or, if afflicted, a gossip­ monger. He will also be very inscrutable.",Owns Houses 9 and ,Gemini in 8,Rahu in 8,Rahu in Gemini,Scorpio Ascendant,890,,,,,,,,,,,,
8,Gemini,Ketu,Scorpio Ascendant,Ketu in Gemini in 8,"KETU in this position will makes it necessary for the native to draw upon all this planet's innate spirituality in order to avoid drunkenness, an early death or general dissipation.",Owns Houses 2 and 5,Gemini in 8,Ketu in 8,Ketu in Gemini,Scorpio Ascendant,891,,,,,,,,,,,,
8,Cancer,Sun,Sagittarius Ascendant,Sun in Cancer in 8,"With the SUN in this sign, the individual receives a legacy, as weJI as a kind of spiritual illumination and a vision of the universal force pervad­ing all. Such experiences often come in a flash, but linger on for a long time, gradually transforming his attitude and expectations from life. On the external level, this solar influence is not very perceptible, except perhaps as a tendency toward fever.",Owns Houses 9 and ,Cancer in 8,Sun in 8,Sun in Cancer,Sagittarius Ascendant,892,,,,,,,,,,,,
8,Cancer,Moon,Sagittarius Ascendant,Moon in Cancer in 8,"The MOON in this sign makes a remarkable impact. Deep learning, extraordinary intelligence, and a religious background fire the imagina­tion of the native to such an extent that he loses his self-centeredness and acquires tremendous power for compassionate action. His wisdom is converted into humility. He attains a respectable status in life but suffers from throat and bronchial ailments; he may le.ave a secret legacy for his children. Essentially, such a person sacrifices himself for others.",Owns Houses 8 and ,Cancer in 8,Moon in 8,Moon in Cancer,Sagittarius Ascendant,893,,,,,,,,,,,,
8,Cancer,Mercury,Sagittarius Ascendant,Mercury in Cancer in 8,"MERCURY produces a craftiness which may lead the individual to elope with someone else's spouse, thereby gaining pleasure, wealth, and social status. However, he is not free from illness and may not live to a great age.",Owns Houses 7 and 10,Cancer in 8,Mercury in 8,Mercury in Cancer,Sagittarius Ascendant,894,,,,,,,,,,,,
8,Cancer,Venus,Sagittarius Ascendant,Venus in Cancer in 8,"VENUS in this sign also leads to secret affairs and an intensely lustful life, but the respectability of the native is somehow saved. He acquires much money, legacies, and a good social position. ",Owns Houses 6 and 11,Cancer in 8,Venus in 8,Venus in Cancer,Sagittarius Ascendant,895,,,,,,,,,,,,
8,Cancer,Mars,Sagittarius Ascendant,Mars in Cancer in 8,MARS is conducive to serious emotional upheavals. These may result in lustful outbursts or the undertaking of arduous religious observances leading to initiation of some kind. There will be strain with the father and ailments of the blood. The native must be very careful of serious accidents. ,Owns Houses 5 and 12,Cancer in 8,Mars in 8,Mars in Cancer,Sagittarius Ascendant,896,,,,,,,,,,,,
8,Cancer,Jupiter,Sagittarius Ascendant,Jupiter in Cancer in 8,"JUPITER in this sign, being exalted, sheds any possible adverse tendencies and bestows an unsullied spirituality. The individual suffers much for his mother, to whom he is greatly attached. He enjoys an affluent life, pleasures of the bed, eminence in family relations, and acquisition of property. He may suffer from some congenital ailment, though it should not create any serious difficulties in his lifestyle. He is generally long­ lived and inherits a handsome legacy.",Owns Houses 1 and 4,Cancer in 8,Jupiter in 8,Jupiter in Cancer,Sagittarius Ascendant,897,,,,,,,,,,,,
8,Cancer,Saturn,Sagittarius Ascendant,Saturn in Cancer in 8,"SATURN in this position precipitates a very disconcerting effect: whatever the individual desires will be denied to him. He will suffer from inscrutable pain which he cannot share with anyone, and from ailments which defy every medication. His creativity will be frustrated, his legiti­mate share in family property may be denied, and his advances for partnership will be thwarted. Unless he moves to the realm of the spiritual, where material relationships are very insignificant, his life will be miser­ able.",Owns Houses 2 and 3,Cancer in 8,Saturn in 8,Saturn in Cancer,Sagittarius Ascendant,898,,,,,,,,,,,,
8,Cancer,Rahu,Sagittarius Ascendant,Rahu in Cancer in 8,"RAHU in this sign will inspire the individual towards spiritual detach­ ment, but he will be stigmatized for his beliefs. He may be vulnerable to poisoning, either as a suicide attempt in one of his depressive moods or as a willful attempt al murder by his enemies.",Owns Houses 8 and ,Cancer in 8,Rahu in 8,Rahu in Cancer,Sagittarius Ascendant,899,,,,,,,,,,,,
8,Cancer,Ketu,Sagittarius Ascendant,Ketu in Cancer in 8,"KETU creates an imbalance of mind, making the individual suffer from some kind of obsession.",Owns Houses 1 and 4,Cancer in 8,Ketu in 8,Ketu in Cancer,Sagittarius Ascendant,900,,,,,,,,,,,,
8,Leo,Sun,Capricorn Ascendant,Sun in Leo in 8,The SUN in this sign provides a very powerful impulse which accen­tuates the  zodiacal influence. Toe native has a matter-of-fact appreciation of worldly conditions and is moved by an impulse which leads him to the realization of his desired objectives.,Owns Houses 8 and ,Leo in 8,Sun in 8,Sun in Leo,Capricorn Ascendant,901,,,,,,,,,,,,
8,Leo,Moon,Capricorn Ascendant,Moon in Leo in 8,"The MOON disturbs the link between the individual and his eternal self; in fact, this relationship seems a meaningless illusion. The native moves towards sensual gratifications, disparaging well-established or socially approved channels. He becomes ""burned out” in the process. His peace of mind is disturbed and he falls victim to ailments which incapac­itate him in some ways.",Owns Houses 7 and ,Leo in 8,Moon in 8,Moon in Leo,Capricorn Ascendant,902,,,,,,,,,,,,
8,Leo,Mercury,Capricorn Ascendant,Mercury in Leo in 8,"Very disturbing experiences manifest under the influence of MER­CURY. It bestows wealth, renown, and a good intellect, but irresistible passions combined with anxiety regarding those passions throw the individual out of gear. He may become something of a social pariah, though his reputation and his position are usually saved through some fortuitous circumstance.",Owns Houses 6 and 9,Leo in 8,Mercury in 8,Mercury in Leo,Capricorn Ascendant,903,,,,,,,,,,,,
8,Leo,Venus,Capricorn Ascendant,Venus in Leo in 8,"VENUS is a lucky planet in this sign and house. Though the individual may suffer in childhood and die unexpectedly in the prime of life, yet he will acquire a legacy, much wealth, high social status and very intelligent children during the short duration of his existence. His spouse, however, will become a problem at some point.",Owns Houses 5 and 10,Leo in 8,Venus in 8,Venus in Leo,Capricorn Ascendant,904,,,,,,,,,,,,
8,Leo,Mars,Capricorn Ascendant,Mars in Leo in 8,"MARS in Leo is eminently in its own fiery element. It destroys everything unwanted in life and actively seeks spiritual experiences. The soul has elected to sacrifice material pleasure for spiritual realization. TI1is may happen through denial of marital happiness, absence of social asso­ciations, loss of family inheritance, or abandonment from one's siblings. The native must stand completely on his own. Accidents, surgery, prob­lems with the blood or diseases connected with the genito-urinary tract are the worldly trials which impel the native towards his Higher Self.",Owns Houses 4 and 11,Leo in 8,Mars in 8,Mars in Leo,Capricorn Ascendant,905,,,,,,,,,,,,
8,Leo,Jupiter,Capricorn Ascendant,Jupiter in Leo in 8,"JUPITER in this position loses its protective quality and operates by expanding whatever comes Wi..Ji. ll. its sphere of influence. In so doing, however, it is aware of a need to expand the native's spiritual awareness as well. Thus it contributes to an unhappy marriage, or to an infatuation with someone who can never become an enduring partner. Marital com­patibility in general is poor, and sexual attractions soon lose their potency. The relationship with the father is soured, and the mother's feeling towards the native are upset. Ultimately the disenchanted worldly self stands face to face with the Higher Self - but it may be too late to begin the present life afresh.",Owns Houses 12 and 3,Leo in 8,Jupiter in 8,Jupiter in Leo,Capricorn Ascendant,906,,,,,,,,,,,,
8,Leo,Saturn,Capricorn Ascendant,Saturn in Leo in 8,"SATURN is extremely powerful in this position, destroying all sense cf a separate personality. It produces excruciating pain which may be absolved through an understanding of esoteric philosophy but which, in the absence of spirituality, leads the individual into underhanded business dealings or professions. He may even become an unethical politician.",Owns Houses 1 and 2,Leo in 8,Saturn in 8,Saturn in Leo,Capricorn Ascendant,907,,,,,,,,,,,,
